date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,month,day,year,quarter,profit,cluster,segment,pca1,pca2
6/23/2024,Google Ads,Display,Fintech,UAE,118710,4036,0.034,2.48,10009.28,235,42.59,28657.57,2.86,6,23,2024,2,18648.29,0,Medium ROAS,-0.352862083,-0.23099578
2/17/2024,TikTok Ads,Search,Fintech,Germany,113297,9675,0.0854,1.81,17511.75,380,46.08,16593.87,0.95,2,17,2024,1,-917.88,2,High ROAS,-0.168311597,2.77428347270783
7/5/2024,Google Ads,Search,Fintech,UK,6881,357,0.052,2.29,817.53,5,163.51,872.75,1.07,7,5,2024,3,55.22000000000003,1,Low ROAS,-2.433242993,1.2379767581736543
5/20/2024,Meta Ads,Shopping,EdTech,Germany,121477,1834,0.0151,0.49,898.66,98,9.17,10542.66,11.73,5,20,2024,2,9644,0,Medium ROAS,0.9929740012755649,-1.532529299
6/28/2024,Google Ads,Display,SaaS,Australia,188419,10231,0.0543,2.15,21996.65,754,29.17,134062.71,6.09,6,28,2024,2,112066.06,2,High ROAS,0.3947835066278847,0.8630366009064425
8/11/2024,Meta Ads,Video,EdTech,UK,46743,1523,0.0326,0.8,1218.4,51,23.89,5825.03,4.78,8,11,2024,3,4606.629999999999,0,Medium ROAS,0.15589601948825832,-0.39582003
3/10/2024,Google Ads,Video,Fintech,India,93302,4058,0.0435,0.81,3286.98,50,65.74,14861.71,4.52,3,10,2024,1,11574.73,0,Medium ROAS,-0.485211485,0.3788421085730977
5/14/2024,Google Ads,Search,SaaS,Australia,140747,8571,0.0609,3.25,27855.75,332,83.9,48279.89,1.73,5,14,2024,2,20424.14,1,Low ROAS,-0.938334297,1.4766298926571857
4/16/2024,Google Ads,Search,Healthcare,Australia,36831,1572,0.0427,3.45,5423.4,48,112.99,4165.73,0.77,4,16,2024,2,-1257.67,1,Low ROAS,-1.691140407,0.5325857362322791
4/17/2024,TikTok Ads,Display,SaaS,Germany,146842,10646,0.0725,1.23,13094.58,615,21.29,113988.39,8.71,4,17,2024,2,100893.81,2,High ROAS,0.9654488524357419,1.860890802108408
4/5/2024,Meta Ads,Display,EdTech,USA,69892,2851,0.0408,0.78,2223.78,52,42.77,11407.42,5.13,4,5,2024,2,9183.64,0,Medium ROAS,-0.055014228,0.13849362298049828
3/29/2024,Google Ads,Shopping,SaaS,UK,118985,4545,0.0382,3.23,14680.35,259,56.68,58417.12,3.98,3,29,2024,1,43736.770000000004,0,Medium ROAS,-0.435495777,0.04748975225635448
7/12/2024,Meta Ads,Display,E-commerce,India,12452,280,0.0225,1.23,344.4,18,19.13,4734.22,13.75,7,12,2024,3,4389.820000000001,0,Medium ROAS,1.1039111658608334,-1.092598297
1/22/2024,Google Ads,Display,EdTech,UAE,85077,4032,0.0474,2.84,11450.88,253,45.26,13168.69,1.15,1,22,2024,1,1717.8100000000013,0,Medium ROAS,-0.463620595,0.5714713766533309
8/18/2024,TikTok Ads,Search,Fintech,India,39782,3393,0.0853,1.71,5802.03,143,40.57,23555.27,4.06,8,18,2024,3,17753.24,2,High ROAS,0.2552769524637585,2.7164166687816533
4/13/2024,Google Ads,Video,EdTech,Australia,192135,10663,0.0555,1.78,18980.14,741,25.61,213823.36,11.27,4,13,2024,2,194843.21999999997,2,High ROAS,1.0171333579246618,0.8646767644905456
4/4/2024,Meta Ads,Search,Healthcare,India,156317,5924,0.0379,0.71,4206.04,464,9.06,64623.96,15.36,4,4,2024,2,60417.92,2,High ROAS,1.5797209026228274,-0.253226502
2/15/2024,Google Ads,Shopping,Fintech,Germany,39754,2007,0.0505,2.33,4676.31,108,43.3,6981.98,1.49,2,15,2024,1,2305.669999999999,0,Medium ROAS,-0.367281538,0.7404913122721094
10/2/2024,Meta Ads,Shopping,EdTech,UAE,84526,2214,0.0262,0.44,974.16,117,8.33,30360.22,31.17,10,2,2024,4,29386.06,2,High ROAS,3.174080660862652,-1.102528292
8/27/2024,Google Ads,Shopping,SaaS,UK,159226,5206,0.0327,0.97,5049.82,137,36.86,27701.27,5.49,8,27,2024,3,22651.45,0,Medium ROAS,0.012893195564067766,-0.353848196
10/1/2024,TikTok Ads,Display,SaaS,Canada,178503,9639,0.054,0.56,5397.84,146,36.97,40162.93,7.44,10,1,2024,4,34765.09,2,High ROAS,0.40395205157907693,0.8575161255281243
5/19/2024,TikTok Ads,Shopping,SaaS,India,176946,13784,0.0779,0.86,11854.24,743,15.95,208986.19,17.63,5,19,2024,2,197131.95,2,High ROAS,2.052757493112276,2.0591980625542803
8/2/2024,Meta Ads,Display,Fintech,Germany,163124,4273,0.0262,0.91,3888.43,239,16.27,71554.77,18.4,8,2,2024,3,67666.34000000001,0,Medium ROAS,1.6797127377685068,-0.938291926
6/21/2024,Meta Ads,Display,EdTech,UAE,150486,6230,0.0414,1.21,7538.3,243,31.02,55217.61,7.32,6,21,2024,2,47679.31,0,Medium ROAS,0.38228005868513437,0.1099276172065499
5/17/2024,Google Ads,Search,E-commerce,UK,88384,3641,0.0412,1.22,4442.02,89,49.91,4077.32,0.92,5,17,2024,2,-364.7,0,Medium ROAS,-0.620727391,0.231056258205957
7/7/2024,Meta Ads,Display,SaaS,USA,74922,1333,0.0178,1.32,1759.56,95,18.52,17171.74,9.76,7,7,2024,3,15412.180000000002,0,Medium ROAS,0.648424184928374,-1.323571139
1/17/2024,TikTok Ads,Video,EdTech,UAE,188846,12671,0.0671,1.37,17359.27,821,21.14,86047.94,4.96,1,17,2024,1,68688.67,2,High ROAS,0.5216494790362104,1.5884025224247902
3/27/2024,TikTok Ads,Search,SaaS,UK,10209,314,0.0308,1.79,562.06,13,43.24,3231.96,5.75,3,27,2024,1,2669.9,0,Medium ROAS,-0.083907936,-0.444981303
11/27/2024,TikTok Ads,Video,E-commerce,India,31140,1712,0.055,1.34,2294.08,63,36.41,5569.82,2.43,11,27,2024,4,3275.74,2,High ROAS,-0.11143797,0.9673708764000838
3/8/2024,Meta Ads,Video,SaaS,Canada,46850,983,0.021,1.58,1553.14,38,40.87,10968.52,7.06,3,8,2024,1,9415.380000000001,0,Medium ROAS,0.01048302759161781,-1.033909612
4/28/2024,Meta Ads,Shopping,EdTech,Canada,17720,287,0.0162,1.41,404.67,4,101.17,597.18,1.48,4,28,2024,2,192.50999999999993,1,Low ROAS,-1.645969537,-1.047733948
1/29/2024,Google Ads,Video,SaaS,Germany,16781,684,0.0408,1.3,889.2,8,111.15,1435.11,1.61,1,29,2024,1,545.9099999999999,1,Low ROAS,-1.587067143,0.40743519610390394
11/29/2024,Meta Ads,Video,E-commerce,Germany,61652,2614,0.0424,1.28,3345.92,133,25.16,20303.14,6.07,11,29,2024,4,16957.22,0,Medium ROAS,0.35701935362605425,0.1614150672596387
7/6/2024,Meta Ads,Display,EdTech,USA,194933,4054,0.0208,2.03,8229.62,197,41.77,9992.76,1.21,7,6,2024,3,1763.1399999999994,0,Medium ROAS,-0.629510298,-0.979489883
2/25/2024,Google Ads,Search,EdTech,Canada,100386,5250,0.0523,0.98,5145,254,20.26,73673.45,14.32,2,25,2024,1,68528.45,2,High ROAS,1.4046636278155766,0.6286947417583352
1/25/2024,Google Ads,Search,Healthcare,UAE,50203,1390,0.0277,1.95,2710.5,47,57.67,11338.98,4.18,1,25,2024,1,8628.48,0,Medium ROAS,-0.522267673,-0.558628387
1/14/2024,TikTok Ads,Search,SaaS,India,85428,5134,0.0601,0.86,4415.24,202,21.86,37603.74,8.52,1,14,2024,1,33188.5,2,High ROAS,0.8277253102749574,1.147655383646589
5/5/2024,TikTok Ads,Video,EdTech,UAE,192428,9967,0.0518,1.6,15947.2,570,27.98,78044.55,4.89,5,5,2024,2,62097.350000000006,2,High ROAS,0.2653793486964028,0.7273295099196352
8/19/2024,Google Ads,Shopping,Healthcare,UK,33756,2150,0.0637,2.17,4665.5,108,43.2,7948.11,1.7,8,19,2024,3,3282.6099999999997,2,High ROAS,-0.228424077,1.5013710806001157
3/28/2024,Meta Ads,Video,Fintech,UAE,103162,1485,0.0144,0.97,1440.45,35,41.16,5899.5,4.1,3,28,2024,1,4459.05,0,Medium ROAS,-0.367063919,-1.382818538
9/2/2024,Google Ads,Search,EdTech,UAE,142844,2971,0.0208,1.69,5020.99,95,52.85,5534.94,1.1,9,2,2024,3,513.9499999999998,0,Medium ROAS,-0.828728719,-0.940865312
5/31/2024,Google Ads,Search,Fintech,USA,50201,2198,0.0438,2.25,4945.5,112,44.16,12918.19,2.61,5,31,2024,2,7972.6900000000005,0,Medium ROAS,-0.320825163,0.34382354978800067
1/16/2024,Meta Ads,Video,Fintech,USA,143421,3542,0.0247,0.86,3046.12,181,16.83,26273.04,8.63,1,16,2024,1,23226.920000000002,0,Medium ROAS,0.6166880463134732,-0.918032631
10/13/2024,Meta Ads,Shopping,Fintech,Australia,71537,1809,0.0253,1.65,2984.85,57,52.37,6227.5,2.09,10,13,2024,4,3242.65,0,Medium ROAS,-0.676034632,-0.692863409
11/3/2024,Google Ads,Video,Fintech,USA,198604,8162,0.0411,3.1,25302.2,584,43.33,25281.15,1,11,3,2024,4,-21.05,0,Medium ROAS,-0.501725784,0.20217673777113956
4/8/2024,Google Ads,Search,Healthcare,Canada,114028,3112,0.0273,1.36,4232.32,120,35.27,10393.96,2.46,4,8,2024,2,6161.639999999999,0,Medium ROAS,-0.329857683,-0.638949691
6/5/2024,TikTok Ads,Video,Healthcare,Australia,180309,5823,0.0323,0.65,3784.95,232,16.31,46549.68,12.3,6,5,2024,2,42764.73,0,Medium ROAS,1.0824390194660207,-0.51970136
3/22/2024,Meta Ads,Video,SaaS,Canada,168402,5237,0.0311,0.85,4451.45,188,23.68,43774.92,9.83,3,22,2024,1,39323.47,0,Medium ROAS,0.6842280106957043,-0.537626722
12/23/2024,TikTok Ads,Video,E-commerce,Canada,125419,4126,0.0329,0.85,3507.1,294,11.93,32829.78,9.36,12,23,2024,4,29322.68,0,Medium ROAS,0.8486693643552362,-0.46816395
2/5/2024,TikTok Ads,Video,SaaS,UK,123680,8373,0.0677,0.6,5023.8,263,19.1,12412.26,2.47,2,5,2024,1,7388.46,2,High ROAS,0.2962056048464881,1.6430051145896314
6/24/2024,Google Ads,Search,Fintech,UK,117660,6388,0.0543,1.81,11562.28,331,34.93,17255.28,1.49,6,24,2024,2,5692.999999999998,2,High ROAS,-0.192590034,0.931996757808522
9/2/2024,Meta Ads,Video,Fintech,Canada,76916,2761,0.0359,0.71,1960.31,64,30.63,14368.24,7.33,9,2,2024,3,12407.93,0,Medium ROAS,0.34211147101190376,-0.209613391
2/17/2024,Meta Ads,Video,E-commerce,Canada,150631,5648,0.0375,1.94,10957.12,111,98.71,21671.9,1.98,2,17,2024,1,10714.78,1,Low ROAS,-1.365843986,0.1705480442165921
2/19/2024,Google Ads,Display,Fintech,Australia,126635,4254,0.0336,1.33,5657.82,313,18.08,28110.42,4.97,2,19,2024,1,22452.6,0,Medium ROAS,0.2831488113039336,-0.359658105
12/14/2024,Google Ads,Video,EdTech,India,159721,3625,0.0227,1.91,6923.75,150,46.16,39701.58,5.73,12,14,2024,4,32777.83,0,Medium ROAS,-0.205897803,-0.903396419
9/1/2024,Meta Ads,Shopping,Healthcare,UAE,150698,4581,0.0304,0.51,2336.31,285,8.2,32525.45,13.92,9,1,2024,3,30189.14,0,Medium ROAS,1.3756873754663301,-0.674432006
4/14/2024,TikTok Ads,Search,EdTech,Canada,98348,3225,0.0328,1.27,4095.75,59,69.42,2846.94,0.7,4,14,2024,2,-1248.81,0,Medium ROAS,-1.047373797,-0.18649853
8/3/2024,Meta Ads,Search,E-commerce,USA,110603,2377,0.0215,0.69,1640.13,62,26.45,2761.12,1.68,8,3,2024,3,1120.9899999999998,0,Medium ROAS,-0.314111854,-0.995828232
1/18/2024,Google Ads,Shopping,E-commerce,UAE,76792,3317,0.0432,3.1,10282.7,262,39.25,42043.84,4.09,1,18,2024,1,31761.139999999996,0,Medium ROAS,-0.085333308,0.27660353315901687
3/8/2024,TikTok Ads,Shopping,SaaS,USA,44405,1953,0.044,1.53,2988.09,22,135.82,6030.56,2.02,3,8,2024,1,3042.4700000000003,1,Low ROAS,-1.933054746,0.671472570597411
8/28/2024,Google Ads,Shopping,E-commerce,India,49462,1206,0.0244,1.95,2351.7,74,31.78,12950.09,5.51,8,28,2024,3,10598.39,0,Medium ROAS,0.028805472861874903,-0.85129474
5/1/2024,TikTok Ads,Display,SaaS,Australia,140440,11825,0.0842,0.68,8041,748,10.75,31071.69,3.86,5,1,2024,2,23030.69,2,High ROAS,0.7290450513805172,2.554179364634598
6/27/2024,TikTok Ads,Display,Healthcare,USA,112392,4934,0.0439,1.64,8091.76,363,22.29,91221.43,11.27,6,27,2024,2,83129.67,2,High ROAS,0.9724316374466262,0.18252339886278204
4/17/2024,TikTok Ads,Shopping,Healthcare,Australia,125654,8318,0.0662,0.58,4824.44,566,8.52,117035.13,24.26,4,17,2024,2,112210.69,2,High ROAS,2.7828316498247347,1.2860333006327784
7/16/2024,Meta Ads,Search,Healthcare,UK,167002,3406,0.0204,1.83,6232.98,76,82.01,10328.31,1.66,7,16,2024,3,4095.33,0,Medium ROAS,-1.266033415,-0.871490649
4/6/2024,TikTok Ads,Search,SaaS,Australia,108247,6971,0.0644,0.59,4112.89,517,7.96,139391.79,33.89,4,6,2024,2,135278.9,2,High ROAS,3.8022463156354913,1.0764110894368688
4/14/2024,Meta Ads,Display,Fintech,Australia,53128,1678,0.0316,1.51,2533.78,66,38.39,19225.18,7.59,4,14,2024,2,16691.4,0,Medium ROAS,0.20108424931152216,-0.434897326
2/1/2024,Meta Ads,Video,EdTech,USA,65942,2044,0.031,1.05,2146.2,48,44.71,6784.27,3.16,2,1,2024,1,4638.070000000001,0,Medium ROAS,-0.382879236,-0.400577569
3/14/2024,Google Ads,Display,E-commerce,Canada,32160,1186,0.0369,1.34,1589.24,12,132.44,1927.71,1.21,3,14,2024,1,338.47,1,Low ROAS,-2.02386945,0.2581084527476827
9/29/2024,Google Ads,Search,EdTech,USA,58364,2241,0.0384,2.22,4975.02,136,36.58,15149.72,3.05,9,29,2024,3,10174.699999999999,0,Medium ROAS,-0.192654992,0.0011435585679165103
6/5/2024,Meta Ads,Search,E-commerce,India,79462,2058,0.0259,0.88,1811.04,146,12.4,7813.85,4.31,6,5,2024,2,6002.81,0,Medium ROAS,0.24201307197021937,-0.817111786
4/1/2024,Meta Ads,Display,SaaS,India,151864,4358,0.0287,1.69,7365.02,175,42.09,45340.29,6.16,4,1,2024,2,37975.270000000004,0,Medium ROAS,-0.039045619,-0.574741244
4/27/2024,Google Ads,Shopping,EdTech,UAE,182926,6749,0.0369,1.94,13093.06,343,38.17,53279.93,4.07,4,27,2024,2,40186.87,0,Medium ROAS,-0.123977819,-0.091217637
10/25/2024,Meta Ads,Shopping,E-commerce,India,107489,2515,0.0234,1.4,3521,166,21.21,18411.15,5.23,10,25,2024,4,14890.150000000001,0,Medium ROAS,0.16916143169448342,-0.941838713
8/3/2024,TikTok Ads,Search,Healthcare,India,40709,1314,0.0323,0.7,919.8,90,10.22,16081.05,17.48,8,3,2024,3,15161.25,2,High ROAS,1.7371669005809114,-0.596017469
9/24/2024,Google Ads,Video,Fintech,Australia,143561,9144,0.0637,1.93,17647.92,630,28.01,123364.05,6.99,9,24,2024,3,105716.13,2,High ROAS,0.5920152916241139,1.3931211143049633
3/24/2024,Google Ads,Shopping,Fintech,India,94242,5466,0.058,1.67,9128.22,100,91.28,6794.77,0.74,3,24,2024,1,-2333.45,1,Low ROAS,-1.193879792,1.344486816566406
9/23/2024,Google Ads,Display,Healthcare,UAE,111311,5765,0.0518,2.71,15623.15,389,40.16,22317.92,1.43,9,23,2024,3,6694.769999999999,0,Medium ROAS,-0.309228179,0.8057173351977346
9/24/2024,TikTok Ads,Video,Fintech,USA,130865,9461,0.0723,1.48,14002.28,221,63.36,46411.13,3.31,9,24,2024,3,32408.85,2,High ROAS,-0.3233269,2.04958804792968
1/2/2024,Meta Ads,Video,EdTech,USA,138639,2204,0.0159,1.8,3967.2,154,25.76,35803.07,9.02,1,2,2024,1,31835.87,0,Medium ROAS,0.43056979192934597,-1.401038121
6/15/2024,TikTok Ads,Shopping,SaaS,India,147355,7485,0.0508,0.91,6811.35,81,84.09,14520.06,2.13,6,15,2024,2,7708.709999999999,1,Low ROAS,-0.986789293,0.8887920989677024
4/29/2024,Meta Ads,Shopping,Fintech,UK,26751,489,0.0183,1.93,943.77,8,117.97,791.56,0.84,4,29,2024,2,-152.21,1,Low ROAS,-1.980166956,-0.862615521
1/25/2024,TikTok Ads,Display,SaaS,UK,42706,2084,0.0488,1.59,3313.56,35,94.67,4766.32,1.44,1,25,2024,1,1452.7599999999998,1,Low ROAS,-1.256710196,0.8162895510610986
9/2/2024,Meta Ads,Video,SaaS,UAE,173337,3189,0.0184,2.03,6473.67,224,28.9,43055.91,6.65,9,2,2024,3,36582.240000000005,0,Medium ROAS,0.14677060996086172,-1.220328287
7/28/2024,Meta Ads,Shopping,SaaS,Canada,99948,1389,0.0139,1.04,1444.56,67,21.56,4987.6,3.45,7,28,2024,3,3543.0400000000004,0,Medium ROAS,-0.108952445,-1.470975405
3/30/2024,Google Ads,Video,Healthcare,Canada,65282,1723,0.0264,1.91,3290.93,64,51.42,16624.45,5.05,3,30,2024,1,13333.52,0,Medium ROAS,-0.335152143,-0.66430026
2/1/2024,Google Ads,Video,EdTech,USA,48790,2824,0.0579,1.3,3671.2,178,20.62,37847.71,10.31,2,1,2024,1,34176.51,2,High ROAS,1.0202106185451432,0.9969585218564081
7/16/2024,Google Ads,Shopping,EdTech,UAE,163272,5551,0.034,2.23,12378.73,135,91.69,38753.89,3.13,7,16,2024,3,26375.16,1,Low ROAS,-1.155011427,-0.067984805
11/4/2024,Google Ads,Video,EdTech,Australia,149233,3686,0.0247,1,3686,250,14.74,16524.46,4.48,11,4,2024,4,12838.46,0,Medium ROAS,0.2100825385428809,-0.880440815
2/27/2024,TikTok Ads,Search,SaaS,UAE,7637,415,0.0544,1.54,639.1,10,63.91,1137.83,1.78,2,27,2024,1,498.7299999999999,1,Low ROAS,-0.651255081,1.032587983090489
1/4/2024,Google Ads,Display,Fintech,UK,20198,878,0.0435,2.68,2353.04,67,35.12,5967.58,2.54,1,4,2024,1,3614.54,0,Medium ROAS,-0.177908088,0.2966774948265879
9/11/2024,Google Ads,Search,EdTech,UAE,32675,941,0.0288,1.09,1025.69,47,21.82,12632.32,12.32,9,11,2024,3,11606.63,0,Medium ROAS,0.9608855113141926,-0.703734615
2/28/2024,Google Ads,Search,EdTech,USA,116560,4312,0.037,2.79,12030.48,198,60.76,51746.42,4.3,2,28,2024,1,39715.94,0,Medium ROAS,-0.480896837,-0.011573567
1/27/2024,Meta Ads,Display,E-commerce,Australia,176459,3670,0.0208,1.91,7009.7,65,107.84,2483.8,0.35,1,27,2024,1,-4525.9,1,Low ROAS,-1.83918247,-0.746975894
9/2/2024,Meta Ads,Shopping,SaaS,Australia,49980,1664,0.0333,1.98,3294.72,37,89.05,6236.77,1.89,9,2,2024,3,2942.0500000000006,1,Low ROAS,-1.24848309,-0.104050719
1/7/2024,Meta Ads,Video,Healthcare,Germany,98944,1850,0.0187,1.42,2627,78,33.68,17285.68,6.58,1,7,2024,1,14658.68,0,Medium ROAS,0.061034247075801636,-1.186070997
4/1/2024,TikTok Ads,Video,Healthcare,USA,115310,3205,0.0278,1.04,3333.2,134,24.87,14521.43,4.36,4,1,2024,2,11188.23,0,Medium ROAS,0.052836342884787314,-0.665617348
8/8/2024,Meta Ads,Search,E-commerce,India,8626,242,0.0281,1.13,273.46,18,15.19,3013.54,11.02,8,8,2024,3,2740.08,0,Medium ROAS,0.9285454132752184,-0.752637728
1/5/2024,Meta Ads,Display,E-commerce,Germany,88732,1579,0.0178,0.44,694.76,32,21.71,4757.82,6.85,1,5,2024,1,4063.0599999999995,0,Medium ROAS,0.2845265356141422,-1.281479889
6/20/2024,Meta Ads,Video,EdTech,Germany,29502,604,0.0205,1.61,972.44,30,32.41,5842.59,6.01,6,20,2024,2,4870.15,0,Medium ROAS,0.03747579326334192,-1.080118742
9/14/2024,TikTok Ads,Search,E-commerce,Canada,198085,14460,0.073,0.82,11857.2,1133,10.47,295028.26,24.88,9,14,2024,3,283171.06,2,High ROAS,2.8750017585000784,1.6792578902606485
7/14/2024,Meta Ads,Shopping,Healthcare,USA,111802,2247,0.0201,1.65,3707.55,163,22.75,6163.84,1.66,7,14,2024,3,2456.29,0,Medium ROAS,-0.265803665,-1.089090745
8/1/2024,Google Ads,Shopping,EdTech,UAE,65186,1955,0.03,2.26,4418.3,89,49.64,13375.79,3.03,8,1,2024,3,8957.490000000002,0,Medium ROAS,-0.488850073,-0.440358749
6/15/2024,TikTok Ads,Video,EdTech,UK,101176,6505,0.0643,0.96,6244.8,459,13.61,44008.34,7.05,6,15,2024,2,37763.53999999999,2,High ROAS,0.847310262779971,1.3785192862313167
8/7/2024,TikTok Ads,Video,SaaS,UAE,41307,1367,0.0331,0.57,779.19,92,8.47,6211.99,7.97,8,7,2024,3,5432.799999999999,0,Medium ROAS,0.7609266388719105,-0.453331487
5/12/2024,Meta Ads,Video,EdTech,UK,174579,3247,0.0186,1.33,4318.51,187,23.09,41760.07,9.67,5,12,2024,2,37441.56,0,Medium ROAS,0.5684600870602003,-1.260888674
2/14/2024,Meta Ads,Video,SaaS,India,83137,2045,0.0246,1.01,2065.45,37,55.82,1798.59,0.87,2,14,2024,1,-266.86,0,Medium ROAS,-0.870435506,-0.708565509
1/4/2024,Meta Ads,Search,Healthcare,UK,122897,2040,0.0166,0.77,1570.8,159,9.88,45753.83,29.13,1,4,2024,1,44183.03,2,High ROAS,2.8470999192145356,-1.63059631
10/17/2024,TikTok Ads,Search,Healthcare,India,47462,1803,0.038,0.53,955.59,98,9.75,29213.28,30.57,10,17,2024,4,28257.69,2,High ROAS,3.188775051104377,-0.408771436
6/19/2024,TikTok Ads,Display,EdTech,Germany,99202,6428,0.0648,1.54,9899.12,165,59.99,34456.26,3.48,6,19,2024,2,24557.14,2,High ROAS,-0.313419877,1.6025771902074617
2/26/2024,Meta Ads,Shopping,SaaS,USA,125871,3083,0.0245,1.72,5302.76,185,28.66,27759.15,5.23,2,26,2024,1,22456.39,0,Medium ROAS,0.052654048593674146,-0.853040949
3/10/2024,Google Ads,Search,Healthcare,UK,8880,216,0.0244,2.06,444.96,6,74.16,1186.19,2.67,3,10,2024,1,741.23,0,Medium ROAS,-0.990837572,-0.677527866
11/30/2024,Google Ads,Shopping,EdTech,USA,156388,7021,0.0449,1.64,11514.44,315,36.55,34670.52,3.01,11,30,2024,4,23156.079999999994,0,Medium ROAS,-0.139876877,0.377427315047389
3/27/2024,Google Ads,Video,EdTech,UK,109672,2675,0.0244,2.55,6821.25,50,136.43,11521.03,1.69,3,27,2024,1,4699.780000000001,1,Low ROAS,-2.148983476,-0.456563435
5/7/2024,Meta Ads,Display,SaaS,UAE,70030,1470,0.021,1.68,2469.6,90,27.44,9384.9,3.8,5,7,2024,2,6915.299999999999,0,Medium ROAS,-0.109434358,-1.04421379
1/3/2024,Meta Ads,Video,EdTech,India,149375,6109,0.0409,2.18,13317.62,89,149.64,22418.8,1.68,1,3,2024,1,9101.179999999998,1,Low ROAS,-2.230096954,0.5425293359210849
6/7/2024,Meta Ads,Search,Fintech,Canada,123171,3756,0.0305,1.86,6986.16,52,134.35,7553.6,1.08,6,7,2024,2,567.4400000000005,1,Low ROAS,-2.125697488,-0.104209376
3/16/2024,Meta Ads,Search,SaaS,UK,52779,596,0.0113,1.09,649.64,35,18.56,3583.95,5.52,3,16,2024,1,2934.31,0,Medium ROAS,0.13965793788253286,-1.65376806
5/23/2024,Google Ads,Display,Fintech,USA,117036,3569,0.0305,2.13,7601.97,178,42.71,11935.14,1.57,5,23,2024,2,4333.169999999999,0,Medium ROAS,-0.522716936,-0.41914697
7/17/2024,TikTok Ads,Shopping,E-commerce,UAE,177517,13917,0.0784,0.91,12664.47,671,18.87,36680.47,2.9,7,17,2024,3,24016,2,High ROAS,0.4389504894972292,2.2564804085399035
12/30/2024,TikTok Ads,Search,EdTech,Germany,196349,8325,0.0424,0.69,5744.25,398,14.43,42464.91,7.39,12,30,2024,4,36720.66,0,Medium ROAS,0.6791795224582365,0.11095352900820285
10/31/2024,TikTok Ads,Search,SaaS,UAE,174898,13029,0.0745,1.26,16416.54,822,19.97,162206.84,9.88,10,31,2024,4,145790.3,2,High ROAS,1.1297854858065657,1.9595194376112115
6/30/2024,Google Ads,Display,EdTech,USA,83972,4903,0.0584,2.9,14218.7,341,41.7,36574.45,2.57,6,30,2024,2,22355.749999999996,2,High ROAS,-0.156479296,1.1803934065646648
4/26/2024,Meta Ads,Search,Fintech,USA,165371,2993,0.0181,1.51,4519.43,32,141.23,8918.68,1.97,4,26,2024,2,4399.25,1,Low ROAS,-2.255183505,-0.807743229
8/30/2024,TikTok Ads,Shopping,Fintech,USA,133949,7219,0.0539,1.52,10972.88,73,150.31,21583.28,1.97,8,30,2024,3,10610.4,1,Low ROAS,-2.097489385,1.2935824062210295
9/15/2024,TikTok Ads,Display,Fintech,Australia,105400,7704,0.0731,1.11,8551.44,442,19.35,49251.38,5.76,9,15,2024,3,40699.939999999995,2,High ROAS,0.689322826538113,1.9207809352881957
8/4/2024,Google Ads,Shopping,EdTech,USA,63959,2014,0.0315,2.28,4591.92,150,30.61,37769.59,8.23,8,4,2024,3,33177.67,0,Medium ROAS,0.40003294600791495,-0.473857457
3/6/2024,Google Ads,Search,SaaS,India,6044,146,0.0242,1.13,164.98,5,33,611.36,3.71,3,6,2024,1,446.38,0,Medium ROAS,-0.185279151,-0.839371915
4/8/2024,Google Ads,Shopping,Fintech,USA,90945,3637,0.04,3.02,10983.74,145,75.75,21488.5,1.96,4,8,2024,2,10504.76,1,Low ROAS,-0.957686456,0.23777596887316563
2/1/2024,Google Ads,Search,SaaS,UK,73681,4457,0.0605,1.77,7888.89,95,83.04,11815.26,1.5,2,1,2024,1,3926.37,1,Low ROAS,-0.951754517,1.4530629624404399
12/14/2024,Google Ads,Display,Healthcare,Australia,195545,8799,0.045,2.98,26221.02,444,59.06,122723.09,4.68,12,14,2024,4,96502.06999999999,0,Medium ROAS,-0.342082447,0.4413065711787062
7/14/2024,Google Ads,Shopping,E-commerce,USA,46846,2183,0.0466,3.36,7334.88,46,159.45,5098.84,0.7,7,14,2024,3,-2236.04,1,Low ROAS,-2.450905498,0.9159070156711927
7/3/2024,Google Ads,Shopping,Healthcare,Canada,183428,4549,0.0248,2.11,9598.39,135,71.1,6604,0.69,7,3,2024,3,-2994.39,0,Medium ROAS,-1.146444826,-0.643427472
5/9/2024,Google Ads,Shopping,EdTech,Australia,173913,5860,0.0337,3.46,20275.6,111,182.66,20779.66,1.02,5,9,2024,2,504.0600000000013,1,Low ROAS,-2.921792457,0.2447682952149946
5/5/2024,Google Ads,Video,SaaS,USA,190541,9527,0.05,2.17,20673.59,157,131.68,5416.71,0.26,5,5,2024,2,-15256.88,1,Low ROAS,-1.998252413,1.0234557301649976
9/11/2024,TikTok Ads,Video,SaaS,Canada,122116,5507,0.0451,0.98,5396.86,110,49.06,3555.98,0.66,9,11,2024,3,-1840.88,0,Medium ROAS,-0.60011478,0.4565544339853216
3/23/2024,Google Ads,Display,Fintech,India,47879,1149,0.024,3.06,3515.94,25,140.64,3124.11,0.89,3,23,2024,1,-391.83,1,Low ROAS,-2.308906609,-0.45686485
10/8/2024,Meta Ads,Search,Healthcare,USA,164876,5820,0.0353,0.74,4306.8,463,9.3,73917.74,17.16,10,8,2024,4,69610.94,2,High ROAS,1.744746825894485,-0.422165501
